Crop,N,P,K,Temperature,Humidity,pH,Rainfall,State,Season,Price
rice,99,46,38,24.684940788343784,84.24701833111618,6.36335261759519,237.86855631426596,West Bengal,Post-Monsoon,210.19
jute,76,59,41,25.73971137097528,81.21485961023399,6.1477976517470765,191.45454084861188,Karnataka,Rabi,240.02
rice,60,56,39,25.56643691420164,88.89196757277834,5.535691963910294,221.5027440984242,Andhra Pradesh,Zaid,128.73
cotton,112,51,15,30.51025541678477,71.01224774322215,6.686713638270287,104.93337658728728,Uttar Pradesh,Zaid,137.03
jute,73,56,39,23.42485826338777,88.77932520114723,7.39199413010431,186.45439239443363,Uttar Pradesh,Kharif,53.87
jute,85,50,36,25.55300213325254,75.83073488419669,7.201135414729695,156.34272088202647,Andhra Pradesh,Rabi,298.92
coffee,80,37,29,26.999537567457562,52.021387946586145,6.628132733198667,192.63478743996717,Uttar Pradesh,Kharif,45.45
jute,99,44,38,24.323516057054707,85.38141052543014,6.095452000146194,170.0668046168694,Uttar Pradesh,Kharif,200.02
jute,64,51,41,25.327204309098647,87.3555267100875,7.449895938436241,183.19503411192602,Tamil Nadu,Zaid,72.31
maize,65,44,21,18.523234077743286,64.75514688951101,6.964597078533551,91.8275723891669,Maharashtra,Kharif,291.61
maize,93,53,16,22.70124354693499,73.59764312768854,5.691722707168946,73.378047392002,Uttar Pradesh,Rabi,220.36
cotton,139,57,20,29.960671248229406,78.27299403242621,6.1649372666373585,83.16817528671805,Tamil Nadu,Rabi,113.31
maize,92,48,23,25.77400808505488,62.44299517828939,6.883486518601584,63.91406322599197,Tamil Nadu,Rabi,30.28
rice,95,37,44,25.34087476942104,81.13232686034512,7.241586571097887,239.68339244102842,West Bengal,Post-Monsoon,191.75
rice,68,56,42,24.11970919247736,87.23232881134288,7.129063215783619,222.18810960752253,Karnataka,Zaid,116.27
maize,92,57,23,27.969058165794692,73.06722107136245,5.582202894030295,106.74112021170237,Karnataka,Zaid,188.23
rice,68,57,44,21.49711584073307,88.09571633408284,5.0317468919400525,284.77269691387187,Karnataka,Kharif,283.43
coffee,95,22,26,27.725660323499227,65.9629936186187,7.041621067140376,194.04077765290623,Tamil Nadu,Zaid,64.9
jute,97,41,41,28.998785691083135,75.85419566623862,6.235264379591361,169.2629085090804,Uttar Pradesh,Post-Monsoon,39.79
maize,92,35,18,19.39199774949629,70.97865215706062,5.853010793314017,118.42683530909564,Maharashtra,Kharif,161.97
maize,70,58,24,18.8163919687687,55.45784433392508,6.917920991670181,66.39126626514032,West Bengal,Rabi,262.42
jute,61,42,36,24.9409235883133,76.22892053867751,7.030075382258646,241.70276029635784,West Bengal,Zaid,231.9
cotton,113,39,16,30.276293178320806,84.48075871193701,6.525634636123359,85.22179824397257,Andhra Pradesh,Rabi,23.93
maize,80,47,21,23.7646946889302,56.11083842365831,5.85133579516008,107.45003849396556,Maharashtra,Post-Monsoon,90.71
rice,72,47,38,29.678951010653257,85.63267216798862,5.915091466359918,210.19964262173798,West Bengal,Post-Monsoon,211.9
coffee,84,32,25,22.698015288261615,50.57480669143225,6.331540163178027,168.52953066409697,Uttar Pradesh,Zaid,253.79
coffee,84,27,29,22.8649185999096,61.26357296661112,6.027273417168426,164.62456707352175,Andhra Pradesh,Rabi,166.1
cotton,131,44,17,28.230972790518706,77.94660919774971,7.44398724429281,91.50023185884017,Tamil Nadu,Zaid,278.24
coffee,115,26,29,27.538928931766677,55.23996927467492,7.490894517104227,141.39494631236573,Punjab,Zaid,25.19
rice,85,45,43,29.706681574749872,75.74175592979283,5.673279884137812,253.05887671243755,Maharashtra,Kharif,233.52
maize,61,47,23,24.535116685184637,71.42996321830961,6.799220602442474,67.06225423874915,Andhra Pradesh,Kharif,48.36
coffee,92,25,32,23.457636560924833,53.190605642620845,6.127459023054872,171.3429864597532,West Bengal,Kharif,230.96
cotton,115,39,21,22.45805301296816,72.8682558204402,6.86841252018515,117.54213749386722,Punjab,Kharif,46.52
maize,75,44,22,26.198055458588215,64.20756782479515,6.0278930630646315,108.97433809053571,Uttar Pradesh,Post-Monsoon,149.97
coffee,101,27,28,25.08672818535613,68.4080923064089,7.327505989249627,184.3443150110986,Maharashtra,Zaid,26.03
coffee,88,38,33,25.982020363742496,55.97827796450622,6.734891057015469,181.0095536614304,Uttar Pradesh,Post-Monsoon,247.65
cotton,133,39,17,22.828933543440392,71.18463991357355,6.743328175250596,92.43667497805941,Maharashtra,Post-Monsoon,201.24
coffee,109,37,25,23.261672444448166,65.49567990425635,7.158545961907845,176.79696644941765,West Bengal,Post-Monsoon,273.01
maize,79,56,17,19.450058801650158,65.35059295912752,6.566417936275538,88.06789001960774,Karnataka,Post-Monsoon,23.6
jute,89,42,39,26.699674941335722,89.48206301274972,7.274386424476262,167.81213757339754,Andhra Pradesh,Kharif,162.28
coffee,106,26,25,24.710717424740658,62.73081106675669,7.4178819220210634,191.94119479383698,Punjab,Zaid,169.48
cotton,118,44,18,28.185417379765827,80.60128348462308,7.212277604578891,90.07525466349095,Maharashtra,Zaid,292.4
rice,73,35,38,27.525339448717098,78.40672344716673,6.774624045106277,219.9061117504458,Punjab,Rabi,283.36
jute,65,44,40,28.53751367011425,77.55354500804013,6.581445085208879,160.42963612553726,Uttar Pradesh,Kharif,187.92
coffee,80,33,31,27.38952057622294,64.53659122272666,6.525092198713018,192.7985854708976,Andhra Pradesh,Kharif,206.09
jute,95,39,39,25.741087176018297,85.50836006173886,6.226144115558014,189.8821085938245,Tamil Nadu,Rabi,174.54
rice,84,53,37,24.295786824809294,81.01227523701318,5.168564571081683,194.67965954105426,Maharashtra,Zaid,37.62
rice,79,48,42,26.966171917853348,76.7130780033474,5.653732664260742,258.8339020627362,Andhra Pradesh,Post-Monsoon,51.43
coffee,119,25,33,25.163812516468354,55.733211814241216,7.429420061751728,174.1331634463557,West Bengal,Rabi,151.59
jute,98,50,44,26.31555119503115,81.8573425058622,7.276766451456258,169.18340039588134,Punjab,Rabi,159.9
maize,68,50,24,27.062946964065183,67.51035131952472,7.255510262825201,100.50379334699241,Uttar Pradesh,Zaid,211.8
maize,71,46,24,25.837369222461547,65.49138731031192,6.213401540315061,82.59932258871157,Tamil Nadu,Zaid,122.76
coffee,88,39,25,23.310940799206982,61.707036142054704,7.118884242796108,127.39528551303228,Maharashtra,Zaid,264.76
jute,66,42,40,23.436858389444847,85.41778143857049,6.670875930098487,223.66772115594569,Andhra Pradesh,Rabi,30.18
rice,72,39,40,23.581075551347087,85.0600955841212,6.382165292718799,278.0981745738849,Karnataka,Post-Monsoon,253.05
cotton,137,44,17,22.79459614089721,73.15992803171162,6.47944500319465,89.529017589991,Tamil Nadu,Post-Monsoon,170.21
maize,67,41,21,20.00244714569209,62.19710413782381,5.69014796481043,95.27892499353462,Karnataka,Kharif,283.75
maize,93,48,18,22.22463134392008,69.96830321487833,7.450201286103627,63.07674405382935,Andhra Pradesh,Rabi,240.07
maize,77,52,18,19.923051567055623,73.47767524994165,7.118715069926687,78.7037446201876,West Bengal,Post-Monsoon,283.25
maize,67,51,23,27.994190764531734,64.31283434180754,7.121429776840461,114.95195354796942,Uttar Pradesh,Kharif,22.7
cotton,131,57,23,29.760602490431197,78.50575640340766,6.191119887501175,85.24346250690083,Tamil Nadu,Kharif,163.91
maize,68,35,17,27.2867195726278,64.80403047103518,5.9086853661785845,99.82522475257558,Uttar Pradesh,Rabi,133.53
rice,80,45,43,28.405806535617078,85.70012097819284,7.154369947570991,204.73254418046398,Andhra Pradesh,Kharif,100.33
rice,61,39,36,22.5216286489062,80.71856032018545,6.717606760379162,257.4457606143044,Punjab,Post-Monsoon,50.93
maize,98,59,17,20.5836636230595,72.50530265922447,5.892311614827477,114.66280209969149,Uttar Pradesh,Zaid,245.46
jute,96,44,44,24.83157160989743,78.62190066884008,6.541028303101751,191.84415111768286,Maharashtra,Rabi,51.09
coffee,117,31,31,25.39954648538221,55.356405809967434,7.415392111692066,181.9448882590064,Andhra Pradesh,Kharif,121.48
rice,65,35,43,26.838183699874662,79.82173970672045,5.523738603086362,210.42967811449304,Punjab,Kharif,43.45
rice,87,35,38,20.5268796426331,80.5694952251616,5.887112551308072,228.71029165418852,Tamil Nadu,Kharif,243.71
jute,69,35,44,29.896078219407478,80.98729794915228,6.727586155324751,212.79751230759751,Uttar Pradesh,Kharif,99.96
rice,78,36,40,20.647920076529523,87.01993254421072,5.441296476305267,267.779226920523,Punjab,Kharif,263.97
jute,93,42,40,25.161306228664884,86.31302292911852,6.399830843828897,230.07240969362078,Punjab,Rabi,45.48
maize,77,50,22,24.348877302115817,65.23233503492449,6.163882269259007,66.04047226325422,Karnataka,Post-Monsoon,209.42
maize,90,56,18,23.500081624489543,65.05552669370732,7.049248989622788,95.58694345799492,Maharashtra,Post-Monsoon,89.68
coffee,82,33,31,26.09875891321203,59.79471836788814,6.182750839733714,196.7183105273765,Andhra Pradesh,Post-Monsoon,114.0
rice,70,46,43,29.563544113988996,88.303534432378,6.753235272161,293.1676667172442,Punjab,Zaid,265.26
cotton,101,57,23,30.17390464212095,77.53381147616312,7.004563806354908,60.52744742458871,Punjab,Kharif,28.47
coffee,105,34,33,26.565748718398424,68.99325638396525,6.678795983349737,127.07564807360771,Maharashtra,Post-Monsoon,195.44
cotton,107,53,21,27.277388439225582,80.68325656456668,6.701919114228799,68.63170805869015,Maharashtra,Rabi,86.14
rice,93,49,36,20.57773087477814,83.02716083709133,6.008942794738378,183.15305918406403,Andhra Pradesh,Kharif,26.13
coffee,82,35,27,22.223714235831736,63.39975467783978,6.188802107482839,159.56138565394917,Uttar Pradesh,Zaid,64.47
maize,66,57,19,18.612483676069175,60.75963098787633,6.625890995339521,111.50811502159846,Karnataka,Post-Monsoon,181.57
rice,70,52,40,24.094351499986807,75.41199638310972,5.979683223401077,225.26404530581766,Andhra Pradesh,Rabi,194.13
jute,64,51,44,29.2701662666178,87.37233073810532,6.911545502623456,153.21654054448172,Andhra Pradesh,Kharif,229.87
coffee,105,31,25,25.641391701203975,65.37333218237471,6.958633469187349,193.80391152167965,Andhra Pradesh,Zaid,152.54
rice,96,58,36,22.62282811875449,89.67631611441402,5.505265905103988,210.41468141108493,West Bengal,Zaid,155.7
cotton,129,38,20,25.518165315787595,78.1013046661609,7.916596636088204,117.71711977363042,Tamil Nadu,Rabi,111.85
coffee,119,36,31,23.90477929950135,57.830476926715704,6.844301166454058,142.27471754744744,Uttar Pradesh,Zaid,206.61
maize,71,39,17,26.869197956243795,64.54773006715351,7.345864313381957,82.83853043342393,Andhra Pradesh,Rabi,171.94
cotton,120,49,21,26.71978934459824,83.21927218565243,7.273928531149753,74.14607656591592,Uttar Pradesh,Kharif,51.01
rice,64,53,35,24.431272430468766,76.33842117016962,6.1338957794291264,274.8829883936842,Tamil Nadu,Rabi,42.15
cotton,133,55,19,28.540657612791684,82.32054554809946,7.083291445667433,78.23725800049073,Uttar Pradesh,Rabi,45.24
cotton,135,39,24,28.412740189397397,75.82527897369275,6.805403871843021,77.42948797400187,Maharashtra,Post-Monsoon,121.61
rice,76,45,42,26.525360642594215,85.67950651809345,5.4032138376241345,299.75392040554453,Maharashtra,Zaid,50.1
jute,64,57,37,28.338804164058843,82.62582527850921,6.393633921346554,162.05913051659272,Punjab,Zaid,22.34
cotton,128,39,21,28.079540266315796,78.6129421804527,6.753314966140076,107.9115868262514,Punjab,Zaid,81.65
jute,93,43,39,27.944767846231347,79.72958583768646,7.401385333061466,200.76619441784334,Maharashtra,Post-Monsoon,92.17
maize,77,54,15,18.890962819750797,66.49655900752174,7.072948311421976,100.31252895346863,West Bengal,Kharif,136.75
rice,96,56,38,21.36095232045217,88.41395754169547,6.827019483687802,247.52905446895966,Andhra Pradesh,Rabi,190.61
cotton,127,56,16,31.975260272829985,82.12645829959409,7.268932372708783,88.1486701230281,West Bengal,Kharif,82.81
maize,91,45,20,23.385119236040744,68.39393591195174,7.337167641517466,104.35770804407073,West Bengal,Kharif,28.82
coffee,83,26,33,26.211025567452435,62.411644280374325,6.5585824107419874,145.02433689812796,Karnataka,Rabi,261.17
maize,77,53,20,27.240648156692135,59.32598128647392,5.730474622339688,64.43727634479173,Punjab,Post-Monsoon,116.15
coffee,100,27,25,26.397680054694213,60.19503169081158,7.468420769983688,136.82577234288001,Uttar Pradesh,Zaid,78.96
rice,61,38,42,22.101554212838593,88.89823590879652,5.2764276270982045,262.83230759106584,Karnataka,Post-Monsoon,268.05
maize,74,43,21,20.95101227858318,69.99448966830192,7.18287875827203,67.35825366772283,Andhra Pradesh,Zaid,39.05
coffee,118,20,27,26.8322992081719,57.01612844090288,6.327665657089296,146.93352584494153,Andhra Pradesh,Post-Monsoon,73.95
cotton,107,48,22,29.23033272823648,70.88814528685012,7.53338407032806,92.5659814915036,West Bengal,Zaid,221.81
maize,76,38,19,27.47026657351827,69.84972414244382,6.988334094191478,73.00184788562176,Maharashtra,Rabi,119.25
cotton,120,58,19,24.94700765416552,71.03785207973205,7.862786866181814,96.32470510347801,West Bengal,Rabi,111.0
jute,73,37,35,28.681416140820364,78.15657839963262,7.284703585126287,181.13880233792673,Tamil Nadu,Rabi,263.9
maize,76,41,22,24.509136091701926,66.7142915941089,6.177262991013625,68.24507081066372,Tamil Nadu,Post-Monsoon,81.49
rice,86,56,43,25.328071473808443,86.78450360420626,5.725491652966987,276.56065672929503,Andhra Pradesh,Zaid,106.58
rice,93,48,40,21.75492696056482,76.66837149274282,6.894496633026538,199.37910537536985,Karnataka,Kharif,169.27
coffee,89,29,25,23.704194459834326,65.8461111992347,7.190340316723443,147.86751309763974,Karnataka,Zaid,174.16
rice,95,40,41,27.107420515856308,81.97651816742103,5.833377301728909,278.96438669705486,Punjab,Kharif,296.87
jute,60,48,44,29.491644763465693,84.08069460390097,6.8002758500390375,179.51950823713597,Andhra Pradesh,Rabi,162.43
cotton,107,47,22,24.88028694311227,84.43263886137406,6.434076166159215,96.62023265923132,Tamil Nadu,Kharif,139.82
cotton,103,42,23,28.056955252374582,71.94948205728052,6.781152334058655,114.07055751878517,West Bengal,Post-Monsoon,288.71
rice,66,44,40,24.993244929506776,78.40765090903454,5.470173700720997,214.0550813438391,Andhra Pradesh,Kharif,54.34
jute,77,57,43,29.13602600870921,79.98022425057674,6.998376368227104,235.87484918284508,Punjab,Rabi,292.5
maize,71,51,18,27.140022262051836,63.346779879955974,7.1259600450492675,71.06827433105855,Andhra Pradesh,Zaid,79.45
jute,80,46,35,26.15833885883319,79.83068462498692,6.348957318649449,165.44493661852147,Maharashtra,Kharif,191.32
rice,73,55,38,28.94727708718133,80.15207712159956,6.03304591583657,250.86992182163834,Andhra Pradesh,Rabi,206.55
coffee,106,24,29,26.85135441891927,69.80089771834855,6.58910874968709,166.77448886041216,Karnataka,Rabi,125.33
jute,73,41,41,25.63408229560634,77.67774444556004,6.581073389152102,183.0918965513358,Andhra Pradesh,Kharif,298.58
rice,76,44,44,24.701137755618863,85.80407206907601,6.830822020699638,219.90599574937292,West Bengal,Rabi,20.83
maize,73,46,15,23.852237860287158,68.89320499842684,6.650959449098253,94.86127280900874,Karnataka,Post-Monsoon,281.12
rice,86,43,35,23.047266037290434,80.01245180263042,7.09043501611621,271.8574503507242,Tamil Nadu,Kharif,158.91
maize,76,55,23,20.914943961560347,71.83794161484103,6.98166850729299,66.86463245916974,Andhra Pradesh,Zaid,107.7
coffee,85,30,31,24.41265892489614,55.64859749032879,6.953578703565459,148.85286854112442,West Bengal,Zaid,116.96
rice,61,54,43,26.45934500435218,85.81447220620467,5.984665059611232,280.7367569938291,Maharashtra,Post-Monsoon,136.58
jute,80,35,38,29.44204332764719,77.05378086400103,6.3200491442830105,165.6796215563981,Uttar Pradesh,Zaid,159.3
maize,67,54,19,19.423204412534727,63.1984326755966,7.4633101663906185,60.66348472943443,Uttar Pradesh,Zaid,161.12
cotton,135,35,20,23.16665135784972,81.48485221848819,7.258826145825614,119.17286354766705,Maharashtra,Kharif,163.2
cotton,118,48,21,31.38831829957096,80.6499480158314,6.008051967213474,77.08368020849389,West Bengal,Rabi,24.9
maize,60,55,23,25.59778671680698,71.08215615476993,7.319980193553583,81.94759410581455,Maharashtra,Post-Monsoon,261.53
maize,86,52,19,27.546307601990847,73.95481865716688,7.295208561874121,72.13363932436343,Uttar Pradesh,Zaid,78.21
jute,87,40,41,24.894279407981763,84.06264145220896,6.216724482513484,194.24256671748572,Uttar Pradesh,Kharif,27.76
rice,71,50,39,28.905103141125913,82.01675167185205,5.790818589265526,228.09629832616795,Punjab,Kharif,88.28
cotton,105,44,19,31.104785519213877,74.64124677211743,7.273252818274194,77.20456634308474,Karnataka,Kharif,51.11
cotton,130,54,17,24.798410865807412,79.55794172013964,6.988814308909027,106.05746808875085,Maharashtra,Rabi,230.2
cotton,106,40,23,30.02207045540431,77.98923393618946,7.1195160255333105,109.73019659602929,Maharashtra,Rabi,155.56
cotton,105,43,17,31.22988170563489,77.35104565881613,6.823933017483567,76.68822320482884,Karnataka,Zaid,246.07
coffee,94,24,29,22.185436154922876,58.847836442127075,7.125391278226456,180.6664752044226,Maharashtra,Kharif,278.17
jute,79,54,37,23.356554194178198,87.95093491656154,7.4280521146962,196.4172990947102,Maharashtra,Rabi,51.9
maize,65,54,22,24.676236622775285,55.32430559148154,7.398521883407877,92.53421850785159,Tamil Nadu,Kharif,191.44
maize,97,36,15,27.005816950457316,55.07619604987293,6.994386887277797,81.64985729830934,Uttar Pradesh,Post-Monsoon,73.26
maize,77,55,20,25.956060491094153,72.13993652874312,7.171741802730585,109.48882333132377,Maharashtra,Post-Monsoon,182.8
rice,97,37,42,23.90748941310349,81.44824460219786,6.5289407112196916,211.52321462988937,Punjab,Post-Monsoon,86.44
jute,73,40,37,27.499945750098455,87.34266117370778,7.091125187481835,196.9302487944836,West Bengal,Post-Monsoon,178.31
cotton,126,39,21,25.45206980851725,77.50996625993352,7.57145092171196,116.19084853377302,West Bengal,Post-Monsoon,170.7
maize,94,57,15,20.548792711382113,56.433630166806566,6.27649153934809,103.9246361836804,Uttar Pradesh,Rabi,79.88
cotton,138,54,20,27.073703701046384,84.57183512213598,7.766829091133232,93.79057318950598,Andhra Pradesh,Post-Monsoon,176.18
jute,72,37,42,29.3785197010003,86.54569764532785,6.277219188897484,171.37917630646075,Uttar Pradesh,Post-Monsoon,95.17
coffee,88,34,31,23.053481308805924,59.16516052319194,7.462350459739298,178.5800625200477,Uttar Pradesh,Zaid,281.6
coffee,96,22,31,26.97951882355035,63.851398160695396,6.851050093287675,178.87089142474414,Tamil Nadu,Post-Monsoon,84.25
jute,77,37,41,28.660286981086937,88.89450477914428,7.451172647872302,208.71654688583322,Uttar Pradesh,Kharif,74.93
maize,63,46,19,18.8914149369956,60.72228843861764,5.530374741549838,101.0011925120777,Punjab,Kharif,248.64
maize,97,42,18,25.345941424660793,73.90807983703763,6.1133421077806975,64.52654130416529,Tamil Nadu,Kharif,89.87
rice,87,47,42,28.892660329136184,82.93712359577383,5.305299235524893,243.6521015746536,Maharashtra,Kharif,181.68
coffee,91,37,31,27.35819584659096,56.39940421160179,6.678455549191446,174.0216540629018,Tamil Nadu,Post-Monsoon,267.94
cotton,119,51,20,22.82245756845764,72.00016209188836,6.428967295226995,60.49014016512423,Karnataka,Rabi,33.22
maize,71,35,22,22.017571244180573,63.88663355966361,5.635470243639424,69.13503848220591,Tamil Nadu,Zaid,213.65
maize,89,57,17,25.47262408034747,68.81165252616373,6.915325499062902,92.80797136174559,Tamil Nadu,Kharif,209.91
cotton,107,43,15,24.272466227807307,77.78295014209122,7.015368608970893,80.05265024375895,West Bengal,Post-Monsoon,232.7
jute,74,36,42,28.709185347227024,80.96029117003114,6.394024595537305,204.49023827106095,Punjab,Rabi,180.83
rice,94,54,41,25.85273571327913,75.9909882743787,5.967978802774196,282.5753011843715,Karnataka,Kharif,200.21
cotton,115,44,23,26.63564435241969,71.74659547378332,6.162975332568273,102.21739109436851,Uttar Pradesh,Post-Monsoon,54.89
cotton,114,44,17,31.23198942453361,83.1037909104361,7.728067323638253,81.50986902485441,Punjab,Zaid,279.61
maize,99,55,22,18.395581591653904,63.59292770481743,7.156030214680877,84.5119639513196,Tamil Nadu,Zaid,267.7
coffee,104,33,27,24.46479052728204,67.40662345680124,6.713160109968006,180.6119530470715,Uttar Pradesh,Rabi,240.04
rice,65,39,40,26.21902818253515,77.88746401980458,5.660480459496194,233.7453739645431,Maharashtra,Zaid,108.09
cotton,135,53,21,23.587059330743045,72.61469958063972,6.058694152728094,61.82103731379303,West Bengal,Kharif,120.42
rice,90,40,37,21.994141727228016,75.9894238148188,6.010424703482139,203.09591289207285,Andhra Pradesh,Post-Monsoon,37.3
maize,70,48,15,23.07788926787755,70.86285598099514,7.254814610463871,96.70018241747358,Punjab,Kharif,134.02
coffee,82,37,32,27.141620422763097,55.30844496794306,6.848638119553376,136.93986059438615,Karnataka,Post-Monsoon,215.54
maize,62,47,22,20.86912412881676,70.32002401447485,5.753222843771722,93.34651931625729,Andhra Pradesh,Post-Monsoon,242.3
maize,84,44,16,24.66737179113936,58.610374982592994,6.044620588918155,73.89098382768032,Tamil Nadu,Rabi,34.95
cotton,125,42,21,26.050189368321853,83.43123539104263,6.528930445026923,80.07248943485925,West Bengal,Zaid,286.74
coffee,114,28,29,27.526991622957276,62.546745673103395,7.103940178720988,199.02358232167003,Uttar Pradesh,Rabi,125.89
rice,64,37,41,20.133297670720232,83.52466899507355,6.493694832914849,250.14008537443564,Punjab,Zaid,66.46
coffee,118,25,34,25.249608037095694,56.46168166668766,7.157617939162163,193.73234238818813,Uttar Pradesh,Post-Monsoon,133.18
coffee,109,36,31,22.747828255930287,66.57213404482708,7.255407983215994,163.28372911704582,Andhra Pradesh,Post-Monsoon,72.52
jute,64,49,44,25.17766257168568,89.17573217852407,6.632787914757014,228.95752958194944,Tamil Nadu,Kharif,198.41
cotton,114,38,21,31.65752003807602,79.20445388210909,6.450679067509113,89.46317498366712,Uttar Pradesh,Kharif,254.14
rice,99,50,35,26.84151551017105,88.73138911284117,5.713089171818931,181.15826391526244,Andhra Pradesh,Rabi,109.87
rice,96,45,35,29.021299708661157,79.25932595528198,5.4917893387192835,237.23495434734053,Karnataka,Zaid,66.42
cotton,107,56,17,24.247257436364627,70.27331211410825,6.453476507488286,63.13873507862499,Karnataka,Zaid,208.59
rice,72,55,36,26.613162479638568,76.15707275996502,6.488537679435746,265.28821538838815,Uttar Pradesh,Rabi,41.25
maize,81,59,20,26.3194398959172,55.83294741685518,6.894834946575088,107.81859425529345,Uttar Pradesh,Kharif,131.11
rice,82,40,41,23.00593289064178,88.78877135011773,5.557156152113123,253.6745572422595,West Bengal,Post-Monsoon,274.08
rice,79,48,40,24.838887091060275,87.58015829853099,5.605655241323069,259.1676167977969,Tamil Nadu,Post-Monsoon,91.17
rice,75,48,37,28.840088146420996,84.64981076545226,5.024610620600059,296.0114963439229,Uttar Pradesh,Rabi,239.49
jute,62,58,43,24.394366636094833,83.3743549238793,7.368493016603722,179.60026228814354,Karnataka,Kharif,42.79
coffee,90,37,32,25.605607014484157,67.12915053164588,6.258493151951431,186.00563599975584,Maharashtra,Kharif,274.08
rice,70,51,44,29.26380055088694,89.42200504781589,7.0384091144712535,245.65375622706222,Karnataka,Rabi,253.88
rice,66,57,42,21.992182357696276,84.34417295203625,6.6536953820111435,283.15675417850656,West Bengal,Rabi,214.46
rice,87,50,39,23.336781288724275,87.19378139442408,7.421162121720442,207.25578777832078,Punjab,Post-Monsoon,56.03
coffee,88,21,28,23.8058008956955,69.40933612109598,7.168802459521007,197.29125864338206,Uttar Pradesh,Kharif,124.51
rice,81,52,37,25.228333933273007,86.12332804676393,7.202754687740792,235.58158504548013,Andhra Pradesh,Zaid,100.97
rice,89,56,36,25.675580339914962,82.29741196465886,5.506935196940435,285.0546824998684,Andhra Pradesh,Rabi,238.69
cotton,114,46,24,25.977958387377384,80.78247846340794,6.109007008475675,88.28462034755651,Maharashtra,Kharif,93.41
maize,61,51,21,20.58224281890209,65.14017459020153,7.447417959865643,101.05530040821336,Andhra Pradesh,Post-Monsoon,98.29
rice,99,41,35,21.53637623344377,77.40981283289521,5.370986808718412,242.59969652843003,Punjab,Post-Monsoon,208.77
coffee,97,37,32,22.867018526459095,52.02787756718314,6.81615702584394,129.8604054562049,Maharashtra,Kharif,31.69
rice,66,44,37,21.560738102630534,80.3683539779345,6.089345085978871,285.1164170837165,West Bengal,Post-Monsoon,153.38
maize,82,59,16,20.31418465588562,58.66728365803694,6.323709010547994,74.20838691210163,Uttar Pradesh,Zaid,215.14
coffee,101,31,25,27.004067550929,55.710527480961325,7.130310195730244,188.60367007835626,Uttar Pradesh,Kharif,185.24
coffee,112,33,29,27.538765540103412,69.05974124272427,6.900561291737061,169.72392449425718,Tamil Nadu,Kharif,106.94
coffee,115,22,28,23.92620664593467,57.46958761895714,6.383218698636198,128.10864953079906,West Bengal,Zaid,166.07
jute,85,52,42,29.801121525713878,79.00468116936918,6.74747252237935,229.18853142054502,Uttar Pradesh,Zaid,127.7
cotton,108,36,24,24.0751105374165,84.90778695102753,6.912612356015539,75.4981772858193,Andhra Pradesh,Kharif,269.9
rice,78,41,39,24.344861130877778,75.55630340871059,6.7017477824905995,295.45563914573466,Karnataka,Post-Monsoon,138.17
cotton,131,39,18,30.903790846867484,83.93682081194395,7.626278236028286,66.3807282925114,Karnataka,Zaid,272.06
coffee,105,38,33,25.55148986729787,58.730941390097456,6.22047252674616,174.2127220613342,Karnataka,Kharif,144.34
rice,70,48,40,21.557275732460102,80.3986130034044,7.13026206996539,199.14791189013278,Maharashtra,Rabi,151.95
coffee,100,37,27,23.4720938656867,58.99113482992352,6.370917165186993,176.52741979406488,Punjab,Post-Monsoon,123.85
coffee,87,33,34,24.56094407970833,57.29752240064836,6.3330280065537226,140.20467144733144,West Bengal,Kharif,69.39
jute,79,58,43,29.976687262804255,81.50478370363835,6.538297807986314,237.38553589772744,Karnataka,Post-Monsoon,29.26
coffee,98,29,27,26.157568814061108,67.06635734684946,6.4585369615540245,154.84326240536834,Uttar Pradesh,Kharif,49.88
maize,63,41,20,23.05223983429221,62.35240559781323,5.85817938510595,107.76779906022344,Maharashtra,Kharif,160.12
jute,90,48,38,25.94011283399594,86.11275061301185,6.680087239278107,157.98657284142647,Andhra Pradesh,Post-Monsoon,164.67
rice,88,38,35,22.086782721800127,87.35894427225257,6.610316075572755,287.22355870432534,Punjab,Kharif,21.75
coffee,113,31,28,26.56650034199057,62.40226766683889,6.878787985762512,156.28954042899318,Maharashtra,Rabi,144.3
maize,75,58,15,19.14636203927803,60.49528088732037,7.169817418420946,83.16835603772353,Karnataka,Post-Monsoon,146.26
cotton,132,47,19,23.203101503965055,79.45332087480179,7.493471679842236,112.41653468446131,Maharashtra,Post-Monsoon,183.09
rice,79,52,42,29.3731268939841,81.43239591547895,5.8094973177190745,223.48922102506234,Punjab,Rabi,267.6
jute,76,49,43,26.28889877487209,89.12506783090271,6.239045208106711,192.86568301018423,Tamil Nadu,Rabi,54.9
rice,72,48,42,20.744340349803657,88.41999301871338,5.651770557752155,298.40961142804986,Maharashtra,Post-Monsoon,165.97
coffee,115,32,33,22.097951186008604,66.3091905861595,6.498462017919215,177.95694115409148,Uttar Pradesh,Kharif,38.17
rice,65,41,40,21.972590100840307,76.48621735672646,7.147719908720232,208.6567472831541,Karnataka,Zaid,293.02
coffee,110,38,29,25.82233763298366,66.14833489984417,6.338276150060886,167.09888319530546,Andhra Pradesh,Zaid,34.98
cotton,109,43,20,31.319664030818217,76.88064613211174,6.610792653897134,67.39603227380975,Maharashtra,Kharif,207.77
rice,66,54,38,26.009498084781026,85.98276424908883,5.693087330404367,228.16343503831868,Karnataka,Zaid,189.9
